[2025-01-19 17:15:10] info: 	z2m: Logging to console, file (filename: log.log)
[2025-01-19 17:15:10] info: 	z2m: Starting Zigbee2MQTT version 2.0.0 (commit #unknown)
[2025-01-19 17:15:10] info: 	z2m: Starting zigbee-herdsman (3.2.1)
[2025-01-19 17:15:10] info: 	zh:zstack:znp: Opening TCP socket with 192.168.87.68:6638
[2025-01-19 17:15:10] info: 	zh:zstack:znp: Socket connected
[2025-01-19 17:15:10] info: 	zh:zstack:znp: Socket ready
[2025-01-19 17:15:10] info: 	zh:zstack:znp: Writing CC2530/CC2531 skip bootloader payload
[2025-01-19 17:15:11] info: 	zh:zstack:znp: Skip bootloader for CC2652/CC1352
[2025-01-19 17:15:52] info: 	z2m: zigbee-herdsman started (restored)
[2025-01-19 17:15:52] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":1,"majorrel":2,"minorrel":7,"product":1,"revision":20240710,"transportrev":2},"type":"zStack3x0"}'
[2025-01-19 17:15:52] info: 	z2m: Button 4 - Movie (0xb4e3f9fffe249e15): E1812 - IKEA TRADFRI shortcut button (EndDevice)
[2025-01-19 17:15:52] info: 	z2m: Smart Plug Z1 (0xa4c13812921dddfd): A1Z - Nous Smart plug (with power monitoring) (Router)
[2025-01-19 17:15:52] info: 	z2m: Button 3 (0xb4e3f9fffe753317): E1812 - IKEA TRADFRI shortcut button (EndDevice)
[2025-01-19 17:15:52] info: 	z2m: Button 2 - Chandelier (0x04cd15fffe7ff98b): E1812 - IKEA TRADFRI shortcut button (EndDevice)
[2025-01-19 17:15:52] info: 	z2m: Button 1 (0x04cd15fffe268dcc): E1812 - IKEA TRADFRI shortcut button (EndDevice)
[2025-01-19 17:15:52] info: 	z2m: Cube (0x54ef4410006a43c7): CTP-R01 - Aqara Cube T1 Pro (EndDevice)
[2025-01-19 17:15:52] info: 	z2m: Philips Backyard Sensor (0x001788010649a073): 9290019758 - Philips Hue motion outdoor sensor (EndDevice)
[2025-01-19 17:15:52] info: 	z2m: Water Sensor 1 (0x5c0272fffebb9cde): TS0207_water_leak_detector_3 - Tuya Zigbee water leak sensor (EndDevice)
[2025-01-19 17:15:52] info: 	z2m: Alarm Keypad (0x0015bc0043006306): KEYZB-110 - Develco Keypad (EndDevice)
[2025-01-19 17:15:52] info: 	z2m: Alarm Repeater (0x0015bc0022000242): Not supported (Router)
[2025-01-19 17:15:52] info: 	z2m: Alarm Siren (0x0015bc0041007a25): SIRZB-111 - Develco Customizable siren (Router)
[2025-01-19 17:15:52] info: 	z2m: Currently 11 devices are joined.
[2025-01-19 17:15:52] info: 	z2m: Connecting to MQTT server at mqtt://core-mosquitto:1883
[2025-01-19 17:15:53] info: 	z2m: Connected to MQTT server
[2025-01-19 17:15:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2025-01-19 17:15:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Button 4 - Movie/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Smart Plug Z1/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Button 3/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Button 2 - Chandelier/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Button 1/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Cube/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Philips Backyard Sensor/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Water Sensor 1/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Alarm Keypad/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Alarm Repeater/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Alarm Siren/availability', payload '{"state":"offline"}'
[2025-01-19 17:15:54] info: 	z2m: Started frontend on port 8099
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Button 4 - Movie', payload '{"battery":90,"identify":null,"linkquality":127,"update":{"installed_version":604241926,"latest_version":604241926,"state":"idle"}}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Smart Plug Z1', payload '{"child_lock":"UNLOCK","countdown":0,"current":0,"energy":16.74,"indicator_mode":"off/on","linkquality":109,"power":0,"power_outage_memory":"off","state":"OFF","update":{"installed_version":192,"latest_version":192,"state":"idle"},"voltage":236}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Button 3', payload '{"battery":90,"identify":null,"linkquality":43,"update":{"installed_version":604241926,"latest_version":604241926,"state":"idle"}}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Button 2 - Chandelier', payload '{"battery":50,"identify":null,"linkquality":102,"update":{"installed_version":604241926,"latest_version":604241926,"state":"idle"}}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Button 1', payload '{"battery":1,"identify":null,"linkquality":47,"update":{"installed_version":604241926,"latest_version":604241926,"state":"idle"}}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Cube', payload '{"action_angle":null,"action_from_side":null,"battery":100,"current":0,"linkquality":109,"operation_mode":"action_mode","power":2,"power_outage_count":159,"side":2,"update":{"installed_version":-1,"latest_version":-1,"state":null},"voltage":3040}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Philips Backyard Sensor', payload '{"battery":50.5,"illuminance":0,"illuminance_lux":0,"led_indication":true,"linkquality":76,"motion_sensitivity":"high","occupancy":false,"occupancy_timeout":60,"temperature":10.93,"update":{"installed_version":1107323831,"latest_version":1107323831,"state":"idle"}}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Water Sensor 1', payload '{"battery":76,"battery_low":false,"linkquality":47,"tamper":false,"voltage":2800,"water_leak":false}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Alarm Keypad', payload '{"action_code":null,"action_transaction":null,"action_zone":null,"battery":100,"battery_low":false,"linkquality":43,"tamper":false,"update":{"installed_version":131077,"latest_version":131077,"state":"idle"},"voltage":6100}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Alarm Repeater', payload '{"alarm_1":false,"alarm_2":false,"battery":null,"battery_low":true,"linkquality":47,"state":null,"tamper":false}'
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Alarm Siren', payload '{"ac_status":true,"alarm":false,"battery":null,"battery_low":true,"enrolled":true,"ias_cie_address":"0x00124b002e0e1c5f","linkquality":65,"max_duration":10,"restore_reports":true,"supervision_reports":true,"tamper":false,"temperature":null,"test":false,"voltage":null,"zone_id":23}'
[2025-01-19 17:15:54] info: 	z2m: Zigbee2MQTT started!
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0xb4e3f9fffe753317/update_available/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0xb4e3f9fffe249e15/update_available/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x04cd15fffe7ff98b/update_available/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x04cd15fffe268dcc/update_available/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x54ef4410006a43c7/update_available/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x001788010649a073/update_available/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0xa4c13812921dddfd/update_available/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x0015bc0043006306/update_available/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/select/0xb4e3f9fffe249e15/identify/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/select/0xb4e3f9fffe753317/identify/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/select/0x04cd15fffe7ff98b/identify/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/select/0x04cd15fffe268dcc/identify/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b002e0e1c5f/permit_join_timeout/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0xb4e3f9fffe753317/action/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0xb4e3f9fffe753317/update_state/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0xb4e3f9fffe249e15/action/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0xb4e3f9fffe249e15/update_state/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x04cd15fffe7ff98b/action/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x04cd15fffe7ff98b/update_state/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x04cd15fffe268dcc/action/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x04cd15fffe268dcc/update_state/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x54ef4410006a43c7/action/config', payload ''
[2025-01-19 17:15:54] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x54ef4410006a43c7/update_state/config', payload ''
